date,company,symbol,open,high,low,close,rsi,macd,macd_signal,macd_histogram,ema_20,ema_50,ema_200,atr,atr_pct,volume_ratio,trend_score,price_vs_ema20,nifty_trend,banknifty_trend,sensex_trend,sentiment_score,impact_score,relevance_score,news_count,dominant_event,trigger_count,target
2023-07-27,tata,TMPV.NS,635.56,636.98,625.49,632.32,74.48,17.8365,17.6839,0.1526,605.59,569.66,485.94,12.91,2.0424,0.9087,5,26.73,Bullish,Bullish,Bullish,0.009,0.027,0.036,0,None,0,0
2023-07-30,tata,TMPV.NS,636.55,636.55,622.56,626.01,68.53,17.328,17.6128,-0.2847,607.53,571.87,487.34,12.99,2.0752,0.7315,3,18.48,Bullish,Bullish,Bullish,0.0027,0.0081,0.0108,0,None,0,0
2023-07-31,tata,TMPV.NS,630.84,636.11,626.6,634.88,71.93,17.4396,17.5781,-0.1385,610.14,574.34,488.8,12.78,2.0137,0.5987,3,24.74,Bullish,Bullish,Bullish,0.0008,0.0024,0.0032,0,None,0,-1
2023-08-01,tata,TMPV.NS,635.57,643.35,632.61,634.24,71.33,17.2772,17.5179,-0.2407,612.43,576.69,490.25,12.64,1.9927,0.7065,3,21.81,Bullish,Bullish,Bullish,0.0002,0.0007,0.001,0,None,0,0
2023-08-02,tata,TMPV.NS,634.58,634.88,607.43,613.54,55.32,15.3024,17.0748,-1.7725,612.54,578.14,491.48,13.7,2.2323,1.214,3,1.01,Neutral,Neutral,Neutral,0.0001,0.0002,0.0003,0,None,0,0
2023-08-03,tata,TMPV.NS,613.89,617.29,605.17,609.9,53.06,13.2899,16.3178,-3.028,612.29,579.38,492.66,13.58,2.2272,0.8925,0,-2.39,Neutral,Bearish,Neutral,0,0.0001,0.0001,0,None,0,0
2023-08-06,tata,TMPV.NS,615.71,615.86,604.33,606.01,50.68,11.2512,15.3045,-4.0533,611.69,580.43,493.78,13.44,2.2173,0.954,0,-5.68,Neutral,Neutral,Neutral,0,0,0,0,None,0,0
2023-08-07,tata,TMPV.NS,609.95,609.95,599.6,600.59,47.48,9.0934,14.0623,-4.9689,610.63,581.22,494.85,13.22,2.2005,0.847,0,-10.04,Neutral,Neutral,Neutral,0,0,0,0,None,0,1
2023-08-08,tata,TMPV.NS,603.59,605.76,596.4,598.42,46.23,7.1263,12.6751,-5.5488,609.47,581.89,495.88,12.94,2.1625,0.7693,0,-11.05,Neutral,Neutral,Neutral,0,0,0,0,None,0,0
2023-08-09,tata,TMPV.NS,601.67,614.87,596.5,613.45,55.09,6.7026,11.4806,-4.778,609.85,583.13,497.05,13.33,2.1728,1.147,3,3.6,Bullish,Neutral,Neutral,0,0,0,0,None,0,0
